S_type,E_type,S_speed,S_acc,D1,D2,Rs,B,F_type,Rf,Result
0,3,16.1,-0.31,710.81,1028.96,0.92,1,0,0.61,1
2,2,15.77,-3.89,705.91,435.89,0.35,1,0,0.61,-1
2,3,14.11,2.44,88.32,717.05,0.66,0,2,0.66,1
1,3,2.96,2.32,974.58,604.66,0.29,1,1,0.94,1
2,1,13.55,-3.79,336.1,132.03,0.65,1,1,0.52,-1
2,0,11.22,0.52,471.43,945.18,0.76,1,2,0.65,-1
0,0,10.99,0.1,25.36,245.53,0.51,1,1,0.86,-1
2,2,14.39,0.28,346.02,496.58,0.57,1,2,0.43,-1
0,1,4.53,-3.13,729.5,307.1,0.77,0,0,0.77,-1
2,3,1.06,-4.61,674.33,28.66,0.53,0,2,0.53,-1
3,0,3.64,-1.62,691.16,143.81,0.98,0,3,0.98,-1
0,3,7.61,-1.59,890.58,428.18,0.39,0,0,0.39,-1
0,3,2.44,2.54,802.35,847.53,0.54,1,0,0.49,1
3,0,5.01,0.26,561.56,180.94,0.21,0,3,0.21,1
1,2,0.18,-1.14,1043.33,387.94,0.33,1,0,0.88,1
3,0,0.63,2.59,163.94,549.36,0.51,0,3,0.51,1
2,1,5.57,1.83,579.68,117.55,0.45,1,0,0.63,-1
3,3,8.57,-3.69,312.96,312.08,0.9,1,2,0.75,-1
0,1,16.98,-4.83,264.6,527.22,0.62,1,0,0.28,1
3,1,7.6,-1.48,575.88,551.3,0.94,1,0,0.88,-1
1,2,16.92,-2.3,276.59,316.52,0.59,1,1,0.58,1
1,3,4.09,1.47,486.65,469.96,0.53,1,0,0.89,-1
1,0,13.18,-0.9,884.05,372.28,0.6,0,1,0.6,-1
2,2,6.41,1.38,45.83,475.36,0.3,0,2,0.3,-1
3,0,0.45,0.24,884.46,155.3,0.35,0,3,0.35,-1
3,0,11.64,-1.49,441.21,554.42,0.6,0,3,0.6,-1
3,0,13.6,2.27,694.58,540.65,0.39,0,3,0.39,-1
3,0,3.37,1.77,795.91,957.35,0.43,0,3,0.43,-1
3,0,11.18,-3.8,100.38,1041.72,0.7,0,3,0.7,1
2,2,17.42,-2.23,858.48,287.24,0.8,0,2,0.8,1
0,0,7.44,-0.09,1000.81,723.14,0.59,0,0,0.59,1
1,2,17.2,1.43,164.53,1058.49,0.58,1,1,0.44,1
2,2,0.56,-4.52,1092.61,185.98,0.98,1,1,0.92,1
2,0,6.55,-1.93,1056.38,791.53,0.52,0,2,0.52,1
1,3,15.47,-1.77,288.45,849.81,0.67,1,2,0.85,-1
1,2,0.49,-4.46,530.26,558.07,0.73,1,2,0.77,-1
3,3,3.51,2.75,546.8,64.6,0.93,0,3,0.93,1
1,0,2.58,2.3,1043.04,415.48,0.95,0,1,0.95,1
3,3,6.58,-4.21,306.64,340.75,0.69,1,1,0.85,-1
1,1,1.86,-4.75,724.63,156.96,0.31,1,2,0.54,-1
3,3,0.17,1.26,478.27,636.01,0.56,1,2,0.94,-1
1,0,13.17,2.9,433.31,813.13,0.42,0,1,0.42,1
3,0,1.5,-4.23,480.76,50.72,0.63,1,1,0.85,-1
2,0,8.26,-4.76,626.2,880.84,0.61,1,0,0.76,-1
1,2,9.63,2.07,428.66,821.88,0.6,0,1,0.6,-1
1,3,12.08,-0.74,710.73,149.98,0.2,0,1,0.2,1
1,2,1.71,-0.82,36.35,141.92,0.7,1,2,0.2,-1
2,2,0.73,-1.2,564.11,258.8,0.73,1,1,0.28,-1
1,0,11.22,-1.69,140.5,252.94,0.73,1,2,0.88,-1
1,3,16.84,1.7,280.42,705.31,0.61,0,1,0.61,1
0,3,2.18,-0.48,664.87,235.06,0.38,0,0,0.38,-1
1,2,9.27,0.9,51.41,87.01,0.84,0,1,0.84,-1
1,1,2.12,-4.94,579.84,400.52,0.38,0,1,0.38,-1
1,3,4.38,2.52,795.65,331.69,0.44,0,1,0.44,1
2,3,17.81,-1.27,987.12,337.4,1.0,0,2,1.0,1
2,0,15.02,0.11,434.38,985.7,0.5,0,2,0.5,-1
0,2,0.99,-4.67,95.25,753.62,0.7,1,1,0.26,-1
2,2,15.98,-2.55,976.42,491.65,0.63,1,1,0.8,-1
0,0,17.83,-4.65,269.8,888.94,0.94,0,0,0.94,1
2,2,16.47,-3.77,1096.58,1027.92,0.34,1,0,0.52,1
2,1,3.41,0.77,970.96,185.36,0.39,1,0,0.61,-1
1,2,6.32,-1.98,293.45,44.32,0.94,1,2,0.33,-1
3,1,17.41,2.76,329.61,560.2,0.95,0,3,0.95,1
3,3,14.47,2.6,771.78,158.91,0.42,1,1,0.43,1
0,3,17.97,1.19,521.45,854.87,0.54,0,0,0.54,1
2,3,15.16,1.79,910.84,577.84,0.69,0,2,0.69,-1
3,0,6.53,-1.12,159.14,713.93,0.97,1,1,0.69,-1
3,2,0.21,-3.8,1089.84,685.07,0.82,0,3,0.82,1
2,3,3.43,1.71,446.78,879.42,0.59,0,2,0.59,-1
1,2,0.61,-1.26,361.66,502.45,0.62,1,2,0.52,-1
1,0,17.24,-4.76,161.9,989.38,0.33,1,2,0.2,1
2,3,7.08,-4.24,542.61,238.49,0.35,0,2,0.35,-1
1,3,2.56,-4.69,242.33,142.09,0.45,0,1,0.45,-1
3,0,0.8,-4.93,1069.27,53.35,0.72,0,3,0.72,1
0,2,10.23,2.14,954.69,64.89,0.73,0,0,0.73,-1
3,2,1.96,-0.73,117.81,944.86,0.59,0,3,0.59,-1
0,0,5.88,-3.55,548.74,513.99,0.47,0,0,0.47,-1
0,1,15.72,2.32,80.45,159.97,0.88,0,0,0.88,1
0,0,6.4,-1.29,732.61,301.84,0.91,1,1,0.34,-1
3,3,10.03,1.88,61.64,713.14,0.87,1,1,0.55,-1
3,3,16.48,-4.6,268.02,1011.63,0.4,1,0,0.8,1
1,1,11.57,-4.37,155.69,923.1,0.97,1,0,0.89,-1
3,2,7.95,-4.39,792.59,735.06,0.81,0,3,0.81,-1
2,3,0.43,-0.67,925.36,61.03,0.73,1,0,1.0,-1
1,3,17.25,0.62,681.66,712.92,0.36,1,1,0.9,1
2,2,8.28,1.27,21.35,679.68,0.31,0,2,0.31,-1
0,0,10.56,-0.54,459.41,934.58,0.94,0,0,0.94,-1
2,0,12.76,-0.61,425.19,467.23,0.32,1,1,0.98,-1
0,2,14.79,1.7,572.16,353.54,0.38,1,1,0.59,-1
1,2,15.91,2.68,546.55,583.49,0.23,0,1,0.23,1
2,0,7.25,-1.47,842.28,964.38,0.72,1,0,0.56,-1
2,0,6.11,-4.0,328.2,167.62,0.88,0,2,0.88,-1
0,2,15.63,1.08,1075.27,938.59,0.32,1,1,0.46,1
0,3,0.2,-4.19,216.91,677.65,0.33,1,0,0.99,-1
3,3,13.32,1.19,1010.4,297.3,0.63,1,1,0.66,1
2,3,8.9,1.28,1074.13,125.76,0.74,0,2,0.74,1
2,3,8.88,-1.45,418.37,1066.8,0.45,0,2,0.45,1
2,3,11.43,2.61,1049.15,660.42,0.51,1,1,0.4,1
1,0,16.17,-2.05,374.25,424.1,0.97,0,1,0.97,1
3,2,7.54,1.72,1045.44,578.26,0.46,1,2,0.4,1
0,3,4.52,2.73,770.69,1033.39,0.6,0,0,0.6,1
1,0,16.29,-1.97,756.08,878.94,0.25,0,1,0.25,1
3,1,9.93,-3.37,643.41,1034.9,0.4,0,3,0.4,1
3,3,14.68,0.78,292.94,394.46,0.96,1,0,0.58,-1
1,0,16.05,-1.63,584.2,707.03,0.73,0,1,0.73,1
2,1,0.45,2.93,603.73,72.54,0.64,1,1,0.95,1
0,0,0.67,-1.32,854.69,375.83,0.34,0,0,0.34,-1
1,2,1.11,0.08,783.31,698.58,0.63,1,0,0.74,-1
3,0,1.07,-1.85,828.49,519.5,0.77,0,3,0.77,-1
0,0,13.51,-1.41,258.47,468.04,0.53,1,1,0.59,-1
2,2,14.86,-0.1,199.38,1071.79,0.93,0,2,0.93,1
1,3,4.31,-4.56,421.28,479.53,0.56,0,1,0.56,-1
0,2,2.53,-2.86,28.88,704.44,0.49,1,1,0.25,-1
1,1,2.94,-1.73,344.31,318.87,0.75,0,1,0.75,-1
2,1,6.75,-3.94,886.96,501.93,0.4,1,0,0.72,-1
1,2,6.77,-4.21,1067.71,447.56,0.62,1,2,0.6,1
1,2,3.48,-1.25,33.87,90.47,0.35,1,0,0.21,-1
2,2,4.59,-0.96,528.84,248.37,0.52,1,2,0.5,-1
2,3,5.86,-4.67,441.84,372.13,0.33,0,2,0.33,-1
3,2,6.82,-3.74,743.65,252.09,0.68,0,3,0.68,-1
1,3,17.02,-3.29,628.65,216.75,0.97,0,1,0.97,1
2,2,10.76,-1.24,705.84,926.83,0.58,1,0,0.51,-1
0,2,14.78,-1.17,953.11,822.04,0.48,1,2,0.52,-1
1,1,9.88,1.75,1062.15,730.24,0.23,0,1,0.23,1
2,0,8.82,1.33,921.09,895.04,0.76,1,1,0.65,-1
3,2,1.91,1.06,529.4,594.87,0.33,0,3,0.33,-1
3,3,5.57,-0.57,125.14,82.48,0.58,0,3,0.58,-1
1,2,2.39,2.46,585.4,251.99,0.53,0,1,0.53,1
3,3,2.64,-0.8,511.49,518.2,0.96,1,1,0.48,-1
0,3,4.87,1.67,41.35,905.94,0.23,1,2,0.62,-1
3,1,2.2,-4.94,240.92,992.25,0.8,0,3,0.8,-1
3,3,9.24,-2.9,559.36,126.18,0.97,1,0,0.36,-1
1,3,4.07,-3.75,710.25,1069.8,0.35,0,1,0.35,1
1,1,0.32,0.77,1020.89,721.83,0.22,0,1,0.22,1
3,2,9.19,-3.73,1001.43,348.32,0.24,0,3,0.24,1
1,0,8.21,-2.37,230.75,375.2,0.6,1,1,0.86,-1
0,1,7.99,1.47,789.98,1095.69,0.28,0,0,0.28,1
1,1,14.72,-0.9,309.99,945.93,1.0,0,1,1.0,-1
1,0,10.64,0.57,1011.99,534.24,0.59,0,1,0.59,1
0,2,5.64,0.24,398.97,525.09,0.46,0,0,0.46,-1
3,3,2.63,1.32,586.99,800.05,0.75,1,0,0.28,-1
0,1,11.56,0.27,906.22,415.18,0.22,0,0,0.22,1
2,2,2.35,-4.57,1014.25,236.32,0.79,0,2,0.79,1
3,2,4.5,-2.02,442.65,136.71,0.5,1,0,0.34,-1
3,2,3.98,-0.63,167.95,123.91,0.57,1,0,0.57,-1
2,2,16.63,0.83,799.29,219.85,0.2,0,2,0.2,1
0,3,6.99,-0.16,95.59,364.05,0.5,0,0,0.5,-1
0,0,8.4,-4.1,736.29,726.51,0.31,0,0,0.31,-1
1,0,12.23,-4.01,104.01,212.74,0.68,1,1,0.77,-1
2,2,10.79,1.82,994.48,871.22,0.59,1,1,0.41,-1
1,2,17.24,-3.84,663.35,539.66,0.31,0,1,0.31,1
0,3,6.31,-4.53,854.65,529.73,0.27,1,1,0.55,-1
2,1,7.84,1.39,645.6,709.24,0.65,0,2,0.65,-1
1,1,4.78,-3.35,1033.74,956.11,0.94,0,1,0.94,1
1,1,11.25,-0.21,527.09,67.35,1.0,1,0,0.46,-1
3,2,10.85,0.19,245.15,968.87,0.97,0,3,0.97,-1
1,2,5.52,-2.72,523.04,1074.02,0.88,1,2,0.62,-1
3,2,14.33,-1.34,1047.28,413.93,0.56,0,3,0.56,1
2,2,5.62,0.9,491.61,85.11,0.83,0,2,0.83,-1
1,0,12.31,-2.22,1062.19,813.2,0.66,0,1,0.66,1
1,2,16.68,-4.75,573.83,75.03,1.0,1,0,0.3,1
1,2,13.84,-3.88,595.84,506.88,0.41,1,1,0.69,-1
3,2,5.67,-2.45,1004.85,1076.22,0.44,1,0,0.44,1
1,2,1.47,0.6,98.43,1061.69,0.57,1,0,0.54,-1
0,0,6.35,0.04,813.24,807.08,0.47,0,0,0.47,-1
0,0,7.43,-2.19,453.33,832.37,0.54,0,0,0.54,-1
3,2,13.92,-1.97,937.31,1042.77,0.6,1,2,0.93,-1
3,0,7.37,-0.33,87.46,1034.86,0.66,1,2,0.84,-1
1,0,12.22,-0.48,663.57,878.48,0.44,0,1,0.44,-1
3,1,0.69,-2.9,496.96,253.39,0.97,0,3,0.97,-1
1,0,13.06,-4.42,276.59,879.01,0.85,1,0,0.81,-1
2,3,0.62,-0.85,64.62,445.84,0.48,1,1,0.93,-1
3,3,15.42,0.67,89.29,1012.22,0.48,1,0,0.93,-1
3,2,0.24,-4.21,769.5,476.14,0.68,1,2,0.82,-1
0,2,11.06,1.03,131.99,475.77,0.24,0,0,0.24,1
0,3,6.22,-3.5,759.35,653.73,0.83,0,0,0.83,-1
2,1,0.43,0.7,804.3,208.54,0.71,1,2,0.88,-1
2,1,2.36,-3.3,539.39,1061.99,0.7,0,2,0.7,1
0,3,11.01,-4.56,41.94,48.47,0.5,1,2,0.69,-1
0,3,2.75,0.51,902.09,678.21,0.62,1,1,0.93,-1
0,3,15.02,1.29,784.61,1061.09,0.5,0,0,0.5,1
0,1,6.71,-1.8,448.14,749.4,0.44,0,0,0.44,-1
0,0,3.55,-1.96,984.79,406.84,0.58,1,2,0.23,-1
0,3,3.86,-2.91,881.84,62.75,0.74,1,2,0.45,-1
1,2,14.2,2.41,1057.54,492.95,0.31,1,1,0.95,1
1,2,6.08,0.12,249.95,360.28,0.29,1,1,0.93,-1
1,3,17.23,-4.3,381.82,661.07,0.95,1,2,0.93,1
2,2,4.4,-2.11,1071.79,229.03,0.43,1,2,0.68,1
2,2,1.54,1.19,325.54,543.98,0.56,1,0,0.44,-1
0,3,1.0,0.7,888.14,615.68,0.6,1,0,0.28,-1
0,1,12.22,2.71,259.6,216.32,0.76,1,0,0.58,1
0,0,6.18,-3.41,72.82,50.86,0.77,0,0,0.77,-1
1,2,15.99,-4.54,391.7,189.01,0.44,0,1,0.44,-1
3,2,12.99,-3.71,408.42,408.91,0.73,1,2,0.41,-1
1,3,8.82,-4.77,925.6,183.22,0.92,1,1,0.78,-1
3,1,4.33,-3.52,513.04,767.27,0.52,0,3,0.52,-1
1,1,16.85,-3.35,546.29,741.15,0.81,1,1,0.45,1
0,3,7.29,2.91,984.24,909.05,0.21,1,2,0.59,1
3,0,7.19,-2.57,530.74,712.67,0.68,0,3,0.68,-1
0,3,11.91,-4.12,540.06,251.48,0.58,0,0,0.58,-1
3,3,4.75,-2.86,24.07,223.35,0.78,0,3,0.78,-1
0,3,14.79,1.74,628.25,529.51,0.36,1,0,0.93,-1
0,3,13.75,-2.81,478.23,898.37,0.68,1,0,0.28,-1
2,1,2.9,0.37,350.04,1045.34,0.94,1,1,0.73,-1
0,3,4.39,-3.58,817.93,1025.28,0.52,0,0,0.52,1
2,3,2.03,-0.76,311.01,238.44,0.24,0,2,0.24,1
3,0,4.33,0.01,1058.03,80.55,0.6,0,3,0.6,1
3,0,15.76,-4.81,66.81,363.31,0.74,1,0,0.46,-1
0,3,8.34,0.68,408.46,687.07,0.74,0,0,0.74,-1
1,3,8.15,-1.65,725.86,1089.1,0.58,1,1,0.8,-1
3,1,14.91,2.99,417.31,798.94,0.51,1,2,0.83,1
1,2,17.12,2.17,100.35,688.06,0.38,1,1,0.6,1
2,0,3.45,-3.52,807.09,1026.32,0.38,1,1,0.92,-1
2,2,3.84,1.56,890.3,417.14,0.47,0,2,0.47,-1
3,2,16.21,1.2,657.04,373.24,0.58,1,1,0.68,1
0,0,14.44,0.29,281.16,895.52,0.46,1,1,0.29,-1
0,2,5.07,-4.0,294.62,649.29,0.91,0,0,0.91,-1
0,2,8.46,-1.34,41.87,445.52,0.4,0,0,0.4,-1
2,0,7.67,0.59,1071.46,92.28,0.8,1,1,0.81,1
2,2,0.09,0.36,111.35,205.77,0.99,0,2,0.99,-1
1,3,16.95,-1.19,673.3,1095.8,0.33,1,1,0.82,1
3,0,17.9,-1.78,1014.75,917.73,0.74,1,1,0.34,1
1,2,12.96,-3.21,409.35,193.4,1.0,0,1,1.0,-1
1,0,9.69,0.54,365.26,104.24,0.22,0,1,0.22,1
2,2,17.63,-3.85,940.03,713.68,0.83,1,2,0.31,1
2,2,9.99,-2.7,288.6,974.41,0.7,1,0,0.42,-1
3,0,16.67,-2.79,857.22,553.83,0.23,1,0,0.77,1
2,0,5.8,2.42,918.79,571.46,0.47,1,0,0.57,1
0,0,14.62,-3.48,289.77,817.88,0.32,0,0,0.32,-1
2,0,11.98,-4.2,1096.87,66.0,0.36,0,2,0.36,1
3,1,12.77,-1.69,929.33,575.58,0.71,1,2,0.81,-1
3,3,5.65,0.19,569.6,822.07,0.32,0,3,0.32,-1
0,3,17.07,-1.52,113.26,591.65,0.89,0,0,0.89,1
2,3,5.47,-4.08,898.76,1059.82,0.35,1,0,0.62,-1
2,1,4.2,-1.88,147.0,578.28,0.42,0,2,0.42,-1
3,0,8.64,-0.36,827.51,956.69,0.98,0,3,0.98,-1
0,3,15.06,-3.27,1014.4,582.22,1.0,1,1,0.56,1
0,1,12.55,1.99,256.1,726.94,0.3,0,0,0.3,-1
3,2,6.53,-2.46,1067.38,45.1,0.81,0,3,0.81,1
2,3,15.69,1.75,1010.75,357.8,0.84,0,2,0.84,1
2,1,17.3,-1.92,981.84,1063.85,0.92,1,0,0.87,1
1,2,2.99,0.75,187.07,826.48,0.3,1,2,0.62,-1
3,2,9.2,2.55,317.54,80.22,0.32,0,3,0.32,1
1,0,3.64,-4.46,567.92,796.94,0.5,1,1,0.73,-1
3,0,12.52,2.72,952.9,214.68,0.41,1,0,0.78,1
2,2,2.14,2.44,443.67,502.91,0.92,1,1,0.9,1
0,1,11.69,2.33,66.3,627.77,0.96,1,2,0.39,1
3,3,2.01,0.52,431.41,883.24,0.9,0,3,0.9,-1
1,2,11.04,0.68,770.88,76.59,0.58,0,1,0.58,-1
0,1,0.21,-0.08,152.24,69.75,0.23,1,2,0.72,-1
2,2,2.34,0.39,356.66,518.5,0.35,1,0,0.42,-1
2,1,2.45,2.33,1012.86,309.93,0.65,0,2,0.65,1
1,1,3.97,-3.46,427.79,741.25,0.55,1,2,0.77,-1
1,3,1.85,1.91,640.45,920.56,0.57,0,1,0.57,-1
3,3,11.01,1.34,405.28,980.91,0.86,0,3,0.86,-1
0,3,11.19,1.09,282.74,845.84,0.33,0,0,0.33,-1
0,0,12.69,-4.67,215.74,715.88,0.75,0,0,0.75,-1
2,0,13.24,2.43,559.51,854.97,0.32,1,0,0.74,1
3,2,7.67,-3.59,433.56,782.88,0.51,1,1,0.79,-1
1,3,14.1,-1.79,169.61,680.71,0.66,1,0,0.52,-1
0,0,1.13,-1.33,417.8,879.4,0.94,0,0,0.94,-1
0,0,1.36,2.08,725.69,325.04,0.22,0,0,0.22,1
2,0,2.39,-4.7,96.78,227.22,0.27,0,2,0.27,1
0,2,7.75,-0.47,805.18,259.74,0.83,0,0,0.83,-1
2,1,0.23,0.55,650.82,849.82,0.88,0,2,0.88,-1
0,2,16.03,0.04,314.5,844.85,0.6,0,0,0.6,1
0,0,1.28,2.28,882.5,867.73,0.56,1,2,0.36,-1
2,0,11.04,-3.5,282.67,39.02,0.5,0,2,0.5,-1
0,3,10.54,-2.48,354.5,32.9,0.49,0,0,0.49,-1
3,0,10.92,-2.09,360.16,478.61,0.5,1,0,0.89,-1
1,0,7.47,-0.08,40.35,338.86,0.87,0,1,0.87,-1
1,3,0.12,-0.71,928.09,597.9,0.86,0,1,0.86,-1
0,1,7.54,-1.34,360.29,600.38,0.79,0,0,0.79,-1
1,1,13.81,-1.08,25.67,936.2,0.72,0,1,0.72,-1
1,3,7.7,-1.96,671.09,854.77,0.9,0,1,0.9,-1
0,3,16.29,-2.36,239.86,893.18,0.37,1,0,0.59,1
3,3,11.57,1.04,117.83,600.42,0.25,1,0,0.39,-1
2,0,13.09,2.69,635.72,913.53,0.23,0,2,0.23,1
0,3,12.43,1.48,698.34,536.72,0.43,1,2,0.47,-1
1,0,5.53,-1.59,735.55,289.83,0.64,1,2,0.96,-1
0,0,5.55,1.25,837.56,468.23,0.68,0,0,0.68,-1
3,1,8.81,-0.85,650.52,483.83,0.3,1,1,0.42,-1
3,1,10.8,-1.07,194.23,490.49,0.79,1,0,0.4,-1
2,3,5.1,1.44,720.24,557.21,0.72,1,2,0.61,-1
1,0,9.66,2.37,658.46,601.73,0.52,0,1,0.52,1
1,1,4.29,1.71,377.95,176.52,0.85,1,2,0.38,-1
2,3,0.82,0.49,667.6,1036.69,0.42,1,0,0.76,-1
1,1,10.61,-0.62,576.37,835.14,0.32,1,2,0.42,-1
0,3,3.56,-2.52,1063.79,480.96,0.95,1,2,0.66,1
1,2,0.81,-4.11,1095.84,434.86,0.66,0,1,0.66,1
2,3,7.12,1.94,358.3,1089.89,0.86,0,2,0.86,1
3,0,3.48,-2.66,298.12,571.28,0.96,1,0,0.88,-1
1,2,6.54,-0.84,188.1,195.23,0.83,0,1,0.83,-1
2,0,7.69,-0.15,881.2,546.49,0.35,0,2,0.35,-1
3,0,10.86,-0.08,191.94,1075.31,0.65,0,3,0.65,1
2,2,3.3,-2.79,345.59,607.55,0.96,1,1,0.61,-1
2,2,3.82,2.11,404.37,373.9,0.33,1,0,0.92,-1
0,3,8.71,1.39,574.64,113.86,0.3,0,0,0.3,-1
3,1,14.37,-4.78,949.57,308.61,0.37,0,3,0.37,-1
0,2,15.79,-4.5,1062.73,51.85,0.78,0,0,0.78,1
1,1,15.23,0.9,790.86,506.34,0.56,0,1,0.56,-1
2,3,10.42,-3.26,21.19,661.64,0.46,1,1,0.46,-1
2,2,2.64,-3.45,156.53,1021.71,0.54,0,2,0.54,1
0,2,12.34,-2.22,712.88,329.81,0.22,0,0,0.22,1
0,2,13.0,-2.1,471.89,707.87,0.84,0,0,0.84,-1
1,1,0.51,-1.43,50.24,826.73,0.25,1,1,0.77,-1
3,2,5.89,-4.66,584.47,1094.46,0.22,0,3,0.22,1
0,0,16.13,2.93,690.78,665.2,0.8,1,0,0.82,1
3,2,4.83,-3.77,473.59,337.75,0.89,1,0,0.9,-1
3,3,11.37,-0.59,466.49,465.62,0.82,0,3,0.82,-1
0,1,2.13,0.88,685.42,321.0,0.36,1,2,0.34,-1
3,1,10.73,-4.58,655.26,648.17,0.83,0,3,0.83,-1
0,2,2.32,2.75,450.02,232.7,0.78,0,0,0.78,1
1,0,10.48,-4.1,329.55,1060.48,0.51,0,1,0.51,1
3,3,1.65,-3.1,459.11,655.31,0.74,1,2,0.94,-1
1,3,8.0,-0.54,96.03,383.45,0.34,1,0,0.28,-1
1,2,2.8,-4.09,419.32,653.51,0.71,0,1,0.71,-1
0,3,8.84,1.07,737.7,539.04,0.38,1,2,0.42,-1
2,2,11.69,-0.6,821.86,79.46,0.84,1,1,0.93,-1
0,0,12.88,-4.83,960.42,62.24,0.61,0,0,0.61,-1
0,2,17.96,0.15,877.36,941.95,0.38,1,0,0.44,1
3,0,8.27,0.26,921.44,809.59,0.41,0,3,0.41,-1
2,0,3.94,-0.13,641.87,503.35,0.25,0,2,0.25,1
2,2,3.68,-2.5,355.95,146.95,0.51,0,2,0.51,-1
3,3,3.98,-0.56,339.89,1084.07,0.27,0,3,0.27,1
1,3,16.18,2.87,168.08,773.62,0.89,0,1,0.89,1
2,2,16.52,-1.9,126.44,100.59,0.55,1,2,0.22,1
1,3,14.34,0.5,610.81,28.68,0.4,1,2,0.46,-1
3,0,13.6,-1.61,549.75,808.49,0.67,1,2,0.99,-1
1,3,15.79,0.95,429.28,452.96,0.74,1,2,0.59,-1
2,2,6.3,-4.04,133.0,306.27,0.44,1,0,0.75,-1
0,2,16.1,-0.92,986.93,1022.08,0.27,1,0,0.92,1
3,1,2.44,-3.79,590.35,44.02,0.47,1,0,0.49,-1
2,3,10.98,-1.46,800.7,624.09,0.75,0,2,0.75,-1
0,2,5.63,-2.48,591.72,614.24,1.0,0,0,1.0,-1
2,3,10.78,0.17,145.82,919.33,0.47,0,2,0.47,-1
2,0,16.11,0.33,968.49,1059.91,0.46,1,2,0.61,1
3,0,7.67,1.09,105.48,1066.62,0.51,1,1,0.83,-1
2,0,13.44,-2.87,669.89,1032.81,0.52,0,2,0.52,1
3,2,14.4,-2.47,984.05,941.66,0.91,0,3,0.91,-1
3,1,17.63,-0.56,182.68,428.07,0.64,0,3,0.64,1
0,2,15.76,0.82,614.59,397.63,0.79,1,2,0.57,-1
1,3,9.92,0.68,504.53,1011.94,0.41,0,1,0.41,1
2,0,10.31,0.12,824.4,527.46,0.96,0,2,0.96,-1
3,0,13.26,2.93,506.83,336.61,0.81,0,3,0.81,1
0,2,5.85,2.25,415.65,743.17,0.59,0,0,0.59,-1
2,3,3.1,-4.28,82.36,119.89,0.32,0,2,0.32,-1
2,2,10.65,1.12,662.72,175.75,0.27,1,1,0.97,-1
1,2,13.29,-4.17,174.95,656.54,0.31,1,1,0.42,-1
3,1,2.65,-0.46,564.29,249.5,0.27,1,0,0.91,-1
1,0,12.02,0.47,316.79,984.66,0.23,1,2,0.84,-1
3,1,14.68,2.5,363.41,931.59,0.76,0,3,0.76,1
3,1,17.51,-4.34,464.86,272.46,0.38,1,0,0.22,1
2,3,10.98,0.09,855.49,393.23,0.57,0,2,0.57,-1
2,1,14.63,2.88,333.78,244.47,0.32,0,2,0.32,1
0,0,8.86,-0.73,854.44,1092.86,0.64,0,0,0.64,1
2,2,7.55,1.88,925.38,658.38,0.59,0,2,0.59,-1
1,3,1.84,-4.52,732.93,371.07,0.56,1,1,0.33,-1
1,2,2.54,-1.38,956.67,404.04,0.35,0,1,0.35,-1
2,0,4.44,1.04,374.21,62.95,0.96,1,0,0.91,-1
1,3,14.14,1.56,261.36,648.45,0.35,0,1,0.35,-1
0,0,13.44,-0.73,409.11,1084.16,0.83,0,0,0.83,1
0,0,6.25,-4.81,594.48,1054.43,0.25,0,0,0.25,1
1,0,13.67,-2.15,305.15,998.01,0.92,1,2,0.66,-1
2,0,15.09,-0.84,1086.38,322.88,0.67,0,2,0.67,1
0,3,2.56,1.27,248.56,78.09,0.85,0,0,0.85,-1
3,2,12.11,-2.8,383.33,924.25,0.99,0,3,0.99,-1
0,1,16.14,-3.46,1068.36,893.27,0.94,1,1,0.6,1
1,2,0.1,1.08,943.48,993.57,0.44,1,1,0.31,-1
3,2,13.26,-2.86,408.56,780.89,0.33,1,1,0.88,-1
2,0,16.65,2.31,686.66,537.25,0.35,1,1,0.21,1
0,3,3.99,-2.7,976.76,671.43,0.26,0,0,0.26,1
2,0,17.6,-2.44,864.61,436.36,0.47,1,0,0.27,1
0,1,7.66,0.59,905.24,777.0,0.22,0,0,0.22,1
2,0,3.38,-3.12,493.38,699.74,0.84,0,2,0.84,-1
0,1,12.11,-1.76,791.17,350.91,0.49,1,0,0.58,-1
2,1,13.64,-0.16,1032.3,510.96,0.24,0,2,0.24,1
0,0,15.82,1.8,1003.94,490.89,0.79,1,2,0.86,1
3,3,9.29,2.29,525.63,62.97,0.6,0,3,0.6,-1
3,2,12.66,1.72,510.23,1054.93,0.46,1,0,0.5,-1
3,1,13.98,-1.05,191.45,145.6,0.96,1,1,0.81,-1
2,3,0.67,1.56,65.18,822.04,0.23,1,0,0.33,-1
3,0,5.9,0.21,266.25,239.88,0.86,1,0,0.58,-1
0,3,16.09,-4.87,787.77,1096.55,0.86,0,0,0.86,1
0,3,15.94,-1.51,722.92,275.0,0.88,0,0,0.88,-1
3,1,8.24,1.83,974.18,622.92,0.58,1,1,0.24,-1
3,0,13.68,-4.5,587.03,988.49,0.53,0,3,0.53,-1
3,3,1.65,-4.25,937.06,185.45,0.98,1,2,0.65,-1
1,3,11.13,-0.55,892.82,50.94,0.94,0,1,0.94,-1
2,2,0.93,0.37,248.12,339.82,0.62,0,2,0.62,-1
0,2,16.22,1.56,834.51,874.5,0.44,0,0,0.44,1
0,2,3.53,2.57,816.83,1082.71,0.5,0,0,0.5,1
0,2,4.22,-4.56,915.79,517.46,0.22,0,0,0.22,1
